serial_number,user_id,department_code,service_code,district_code,taluk_code,village_code,urban_unit_code,ward_code,block_code,application_date,application_status,last_updated_datetime,application_id,survey_number,subdivision_number,patta_number,role_id,source_code,csc_service_charge,government_service_charge,can_number,dispatch_date,received_date,ip_address,generated_datetime,source_name,renewal_number,workflow_state,igrs_form6_number,return_status,current_subdivision_number,parent_application_id,auto_mutated_flag,is_auto_mutated,igrs_auto_mutation_flag,camp_flag,camp_correction_id,camp_code
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020678,1380,6,7793,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-19 16:12:55.6,2022/0169/28/019854,1355,1B15,7603,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020623,1372,1A2,7775,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-19,01,2022-07-23 12:32:36.211,2022/0169/28/021212,1398,3,7884,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-19,01,2022-07-23 12:32:36.211,2022/0169/28/021222,1398,7,7888,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-19,01,2022-07-23 12:32:36.211,2022/0169/28/020806,1397,1,7875,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020679,1380,7,7794,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:36:24.797,2022/0169/28/020510,1362,25,8002,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:03:52.001,2022/0169/28/020624,1372,1B,7776,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-19,01,2022-07-23 12:32:36.211,2022/0169/28/021204,1397,5,7879,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020680,1380,8,7795,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:03:52.001,2022/0169/28/020625,1372,1C1,7777,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:36:24.797,2022/0169/28/020512,1362,26,8003,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:34:51.532,2022/0169/28/020472,1362,15,7936,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-19 16:12:55.6,2022/0169/28/019856,1355,1C,7612,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:29:43.09,2022/0169/28/020626,1372,1C2,7589,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020682,1380,9,7796,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:30:42.479,2022/0169/28/020381,1361,1Z,7725,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:29:43.09,2022/0169/28/020017,1356,12,7682,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:32:36.211,2022/0169/28/020766,1393,6,7855,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:03:52.001,2022/0169/28/020686,1381,5,7801,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020628,1377,2A,7778,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020718,1386,8,7830,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:36:24.797,2022/0169/28/020517,1362,27,8004,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:04:46.566,2022/0169/28/020732,1386,9,7831,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020687,1381,6,7802,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020736,1386,16,7818,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020629,1377,2B,7779,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:04:46.566,2022/0169/28/020750,1389,1,7838,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:32:36.211,2022/0169/28/020762,1393,2,7851,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020688,1381,7,7803,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:29:43.09,2022/0169/28/019922,1355,1N2,7646,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:29:43.09,2022/0169/28/019951,1355,1O5,7655,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:29:43.09,2022/0169/28/019980,1355,1Q6,7672,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:29:43.09,2022/0169/28/019991,1355,1Y,7678,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:03:52.001,2022/0169/28/020631,1377,2D,7781,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:29:43.09,2022/0169/28/020005,1356,5,7684,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:29:43.09,2022/0169/28/020007,1356,6,7703,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:32:36.211,2022/0169/28/020045,1358,1G,7909,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:36:24.797,2022/0169/28/020521,1362,28,8005,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020690,1381,9,7805,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:36:24.797,2022/0169/28/020098,1361,1C9,7979,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:36:24.797,2022/0169/28/020121,1361,1F5,7986,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:03:52.001,2022/0169/28/020632,1377,2E,7782,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:36:24.797,2022/0169/28/020140,1361,1G1,7988,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:03:52.001,2022/0169/28/020691,1381,8,7804,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:34:51.532,2022/0169/28/020392,1361,2A,7931,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:30:42.479,2022/0169/28/020174,1361,1O1,7744,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:30:42.479,2022/0169/28/020181,1361,1P1,7748,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:00:31.406,2022/0169/28/020275,1361,1U2,0,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:34:51.532,2022/0169/28/020291,1361,1V3,7913,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020681,1381,1,7797,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:34:51.532,2022/0169/28/020352,1361,1Y2,7927,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:34:51.532,2022/0169/28/020428,1362,4,7944,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:36:24.797,2022/0169/28/020441,1362,8,8010,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:36:24.797,2022/0169/28/020539,1362,33,8006,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:36:24.797,2022/0169/28/020573,1366,5,8015,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:37:37.634,2022/0169/28/020574,1366,6,8065,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:30:42.479,2022/0169/28/020602,1368,3,7759,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:30:42.479,2022/0169/28/020607,1368,6,7762,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:30:42.479,2022/0169/28/020611,1369,2,7766,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:30:42.479,2022/0169/28/020612,1369,3,7767,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:30:42.479,2022/0169/28/020616,1370,2B,7768,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:29:43.09,2022/0169/28/020627,1372,1C3,7590,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:34:51.532,2022/0169/28/020529,1362,30,7941,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020703,1384,4,7811,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:29:43.09,2022/0169/28/020026,1357,2C,7711,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020650,1377,2F,7783,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:03:52.001,2022/0169/28/020654,1377,2J,7787,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:30:42.479,2022/0169/28/020027,1357,2D,7712,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:34:51.532,2022/0169/28/020733,1386,13,7956,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020735,1386,15,7817,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020738,1386,19,7820,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:34:51.532,2022/0169/28/020734,1386,14,7957,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:04:46.566,2022/0169/28/020739,1386,18,7819,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020741,1386,21,7823,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:04:46.566,2022/0169/28/020697,1383,2,7951,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:04:46.566,2022/0169/28/020744,1387,1,7832,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020747,1388,1,7836,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020748,1388,2,7837,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:34:51.532,2022/0169/28/020531,1362,31,7942,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:30:42.479,2022/0169/28/020029,1357,2E,7713,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:00:31.406,2022/0169/28/020401,1361,2B,0,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:32:36.211,2022/0169/28/020765,1393,5,7854,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:34:51.532,2022/0169/28/020533,1362,32,7943,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:30:42.479,2022/0169/28/020030,1357,2F,7714,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-19 16:12:55.6,2022/0169/28/019867,1355,1D,7613,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-19 16:12:55.6,2022/0169/28/019869,1355,1E1,7614,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:04:46.566,2022/0169/28/020699,1384,1,7952,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:03:52.001,2022/0169/28/020685,1381,3,7799,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020677,1380,5,7792,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020684,1381,4,7800,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:03:52.001,2022/0169/28/020693,1382,1,7806,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020696,1383,1,7808,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:04:46.566,2022/0169/28/020700,1384,2,7953,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:04:46.566,2022/0169/28/020701,1384,3,7810,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:04:46.566,2022/0169/28/020707,1384,7,7814,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:30:42.479,2022/0169/28/020406,1362,1,7726,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-19 16:12:55.6,2022/0169/28/019871,1355,1E10,7615,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-19 16:12:55.6,2022/0169/28/019872,1355,1E11,7906,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020743,1387,2,7833,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020746,1387,4,7835,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:30:42.479,2022/0169/28/020039,1357,2G,7715,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:04:46.566,2022/0169/28/020706,1384,6,7813,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-19 16:12:55.6,2022/0169/28/019873,1355,1E2,7616,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020709,1386,2,7821,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:32:36.211,2022/0169/28/020042,1358,1F,7908,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-19 16:12:55.6,2022/0169/28/019875,1355,1E4,7618,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020711,1386,1,7815,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:36:24.797,2022/0169/28/020542,1362,34,8007,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-19 16:12:55.6,2022/0169/28/019876,1355,1E5,7619,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:31:37.772,2022/0169/28/020713,1386,3,7825,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-19 16:12:55.6,2022/0169/28/019877,1355,1E6,7620,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 11:04:46.566,2022/0169/28/020714,1386,4,7826,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-19,01,2022-07-23 12:29:43.09,2022/0169/28/021200,1398,1,7593,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-19,01,2022-07-23 12:32:36.211,2022/0169/28/021179,1397,2,7876,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-19,01,2022-07-23 12:29:43.09,2022/0169/28/021247,1400,2B,7596,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-19,01,2022-07-23 12:32:36.211,2022/0169/28/021249,1398,10,7880,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-19,01,2022-07-23 12:32:36.211,2022/0169/28/021252,1400,3,7892,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-19,01,2022-07-23 12:32:36.211,2022/0169/28/021254,1401,1A,7893,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-19,01,2022-07-23 12:32:36.211,2022/0169/28/021256,1401,1B,7894,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-19,01,2022-07-23 12:32:36.211,2022/0169/28/021257,1401,2A,7895,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-19,01,2022-07-23 12:34:51.532,2022/0169/28/021258,1401,2B,7959,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-19,01,2022-07-23 12:34:51.532,2022/0169/28/021259,1401,2E,7962,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
