district_code,taluk_code,town_code,ward_code,block_code,survey_number,subdivision_number,form6_number,form8_number,patta_number,document_hash,digital_signature_content,signed_datetime,username,role_id,dateofverify,username_verify,nic_dsign_flag
28,01,001,002,0015,1343  ,0         ,,,0,"MIAGCSqGSIb3DQEHAqCAMIACAQExDzANBglghkgBZQMEAgEFADCABgkqhkiG9w0BBwEAAKCAMIIE
8zCCA9ugAwIBAgIIIaZDTAIAWAAwDQYJKoZIhvcNAQELBQAwdDELMAkGA1UEBhMCSU4xIjAgBgNV
BAoTGVNpZnkgVGVjaG5vbG9naWVzIExpbWl0ZWQxDzANBgNVBAsTBlN1Yi1DQTEwMC4GA1UEAxMn
U2FmZVNjcnlwdCBzdWItQ0EgZm9yIFJDQUkgQ2xhc3MgMiAyMDE0MB4XDTE4MDQyMTA5MDQyMFoX
DTIwMDQyMTA5MDQyMFowgbcxCzAJBgNVBAYTAklOMRswGQYDVQQKExJSRVZFTlVFIERFUEFSVE1F
TlQxDzANBgNVBBETBjYyODAwMTETMBEGA1UECBMKVGFtaWwgTmFkdTFJMEcGA1UEFBNAMDVhODQ5
NDU4MDY3OGI3NzdmMjAwOWUxZDIyYjkxNWRlNzg3MDgzYzUwNzBiYTk2MDUyNzZhYTczYzE4M2Qx
MjEaMBgGA1UEAxMRU0lWQUdBTUFTVU5EQVJJIFMwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEK
AoIBAQCiS4g+ETSIoYlPDSvs6063H1pFWyyVx4UUgTykjz/RPLmBfFNeACEmHv1ufaprb9oo7Jgu
tH0nOZU2uC2SFLGtTm1hMTnBVo6fzYKT97HPWtB+UOR6EDpz89oSPOIY5+jeQpQuHOaASkVCc5ee
/3ipsKLU0LnLNBNs6+vxdq9FiHOU2HxUBWh4dsX8qZHSh0C7EkCQ5iwNHbEPAo3aUzHGRslVGtNJ
I50g6JNVS6awV2URFCDF3LjUDNT46wcayFrOe7w0kYg4bq1RUVRPfs6+x/76+vm1d28mtDStChSK
bvJMswaQjfHT8qM+xMMLh10AKljZZ5V3nUHQzQigoH+5AgMBAAGjggFDMIIBPzAOBgNVHQ8BAf8E
BAMCBsAwEwYDVR0jBAwwCoAIQw43V+kn2QgwEQYDVR0OBAoECELsSND/UO2cMCMGA1UdEQQcMBqB
GHRhcnRob290aHVrdWRpQGdtYWlsLmNvbTBHBgNVHR8EQDA+MDygOqA4hjZodHRwOi8vY3JsLnNh
ZmVzY3J5cHQuY29tL1NhZmVTY3J5cHRSQ0FJQ2xhc3MyMjAxNC5jcmwwgYEGCCsGAQUFBwEBBHUw
czBJBggrBgEFBQcwAoY9aHR0cHM6Ly93d3cuc2FmZXNjcnlwdC5jb20vZHJ1cGFsL2Rvd25sb2Fk
L1JDQUlDbGFzczIyMDE0LmNlcjAmBggrBgEFBQcwAYYaaHR0cDovL29jc3Auc2FmZXNjcnlwdC5j
b20wEwYDVR0gBAwwCjAIBgZggmRkAgIwDQYJKoZIhvcNAQELBQADggEBAHVXTR2vpsctIVfdvvne
ksIyLcIXd7WQYCWHEgHgjyZazXFog3U/jAVFHgMBIrZdYp3wvuTp6nd+ms34aJvTrQrmFfghi4W4
OUQpox/iABncdIzLG5eZdlzr6FL00geRs5qXoHoKd3jfa4gfESXOSxMqxZneOE9FHxykC1aiMWA2
TkmRMlUdGp/jgtpeshbHn9h2wLJxiVPkie/eDTbWbKzJI3ZcyI+NtUUD7I71V7XN05AUCui/GZLd
jGgf34MCwzvBNqleuwAb+DA5QD9JI5CKLAFlLT7vEPYKQqIhjSPR6SDd1p+SuEyYVaqnP/Karz32
wmewOiQIa326z7rl7Y0AADGCAhcwggITAgEBMIGAMHQxCzAJBgNVBAYTAklOMSIwIAYDVQQKExlT
aWZ5IFRlY2hub2xvZ2llcyBMaW1pdGVkMQ8wDQYDVQQLEwZTdWItQ0ExMDAuBgNVBAMTJ1NhZmVT
Y3J5cHQgc3ViLUNBIGZvciBSQ0FJIENsYXNzIDIgMjAxNAIIIaZDTAIAWAAwDQYJYIZIAWUDBAIB
BQCgaTAYBgkqhkiG9w0BCQMxCwYJKoZIhvcNAQcBMBwGCSqGSIb3DQEJBTEPFw0xODEwMTIxNDUx
MjVaMC8GCSqGSIb3DQEJBDEiBCDOJoGObrf1AycNMOduShHZpHbrIR1RLOD7po+3VVF4RzANBgkq
hkiG9w0BAQEFAASCAQA32Te0w76CSdV4TTHx0y8pYol6RkdJEu4WY8ilQVzneyo1OrA/GSyrbnQK
p7FSC/ILbgJ9YHPnLgWRaKjxZ3Gdi0cmofY6gXOe8MPqCtSjbf/UrEgrhPD3j0BVcKpIYYeguN7z
56XXL2S+e5/jwbPfXrsJt7Bkw58eErqXNxPfrh7eiH0Sh0tgt2qcVZ4q0as5+wo/gRftdFzq5izW
CPDCc7usaT5a4GDbuC4aZT+Ct1HMt2MD9NGcrj0PKvr52f3MDBnHWOrKw2selz5QyyinRpPR537r
lN6MItVXZ05TuNDY1bJ+02OuN8whEWQXQ/YnWmHkWLphAyYmCxJQmQTtAAAAAAAA","{""districtCode"":""28"",""talukCode"":""01"",""townCode"":""001"",""wardCode"":""002"",""blockCode"":""0015"",""pattaNo"":""0"",""surveyNo"":""1343"",""subdivNo"":""0"",""tot_tax"":0,""ext_hect"":0,""ext_ares"":21,""ext_sqmtr"":58,""form6_no"":null,""form8_no"":null,""land_type"":""3"",""govt_pri"":""1"",""soil_type_p"":0,""soil_type_s"":"""",""soil_class"":"""",""assessed"":""Y"",""cultivable"":""Y"",""tax_hect"":""0.00"",""tax_rate"":""0"",""part_ind"":""P""}",2018-10-12 20:22:05.46,tut_ssundari,,,,
28,01,001,002,0015,1344  ,1         ,,,8021,"MIAGCSqGSIb3DQEHAqCAMIACAQExDzANBglghkgBZQMEAgEFADCABgkqhkiG9w0BBwEAAKCAMIIE
8zCCA9ugAwIBAgIIIaZDTAIAWAAwDQYJKoZIhvcNAQELBQAwdDELMAkGA1UEBhMCSU4xIjAgBgNV
BAoTGVNpZnkgVGVjaG5vbG9naWVzIExpbWl0ZWQxDzANBgNVBAsTBlN1Yi1DQTEwMC4GA1UEAxMn
U2FmZVNjcnlwdCBzdWItQ0EgZm9yIFJDQUkgQ2xhc3MgMiAyMDE0MB4XDTE4MDQyMTA5MDQyMFoX
DTIwMDQyMTA5MDQyMFowgbcxCzAJBgNVBAYTAklOMRswGQYDVQQKExJSRVZFTlVFIERFUEFSVE1F
TlQxDzANBgNVBBETBjYyODAwMTETMBEGA1UECBMKVGFtaWwgTmFkdTFJMEcGA1UEFBNAMDVhODQ5
NDU4MDY3OGI3NzdmMjAwOWUxZDIyYjkxNWRlNzg3MDgzYzUwNzBiYTk2MDUyNzZhYTczYzE4M2Qx
MjEaMBgGA1UEAxMRU0lWQUdBTUFTVU5EQVJJIFMwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEK
AoIBAQCiS4g+ETSIoYlPDSvs6063H1pFWyyVx4UUgTykjz/RPLmBfFNeACEmHv1ufaprb9oo7Jgu
tH0nOZU2uC2SFLGtTm1hMTnBVo6fzYKT97HPWtB+UOR6EDpz89oSPOIY5+jeQpQuHOaASkVCc5ee
/3ipsKLU0LnLNBNs6+vxdq9FiHOU2HxUBWh4dsX8qZHSh0C7EkCQ5iwNHbEPAo3aUzHGRslVGtNJ
I50g6JNVS6awV2URFCDF3LjUDNT46wcayFrOe7w0kYg4bq1RUVRPfs6+x/76+vm1d28mtDStChSK
bvJMswaQjfHT8qM+xMMLh10AKljZZ5V3nUHQzQigoH+5AgMBAAGjggFDMIIBPzAOBgNVHQ8BAf8E
BAMCBsAwEwYDVR0jBAwwCoAIQw43V+kn2QgwEQYDVR0OBAoECELsSND/UO2cMCMGA1UdEQQcMBqB
GHRhcnRob290aHVrdWRpQGdtYWlsLmNvbTBHBgNVHR8EQDA+MDygOqA4hjZodHRwOi8vY3JsLnNh
ZmVzY3J5cHQuY29tL1NhZmVTY3J5cHRSQ0FJQ2xhc3MyMjAxNC5jcmwwgYEGCCsGAQUFBwEBBHUw
czBJBggrBgEFBQcwAoY9aHR0cHM6Ly93d3cuc2FmZXNjcnlwdC5jb20vZHJ1cGFsL2Rvd25sb2Fk
L1JDQUlDbGFzczIyMDE0LmNlcjAmBggrBgEFBQcwAYYaaHR0cDovL29jc3Auc2FmZXNjcnlwdC5j
b20wEwYDVR0gBAwwCjAIBgZggmRkAgIwDQYJKoZIhvcNAQELBQADggEBAHVXTR2vpsctIVfdvvne
ksIyLcIXd7WQYCWHEgHgjyZazXFog3U/jAVFHgMBIrZdYp3wvuTp6nd+ms34aJvTrQrmFfghi4W4
OUQpox/iABncdIzLG5eZdlzr6FL00geRs5qXoHoKd3jfa4gfESXOSxMqxZneOE9FHxykC1aiMWA2
TkmRMlUdGp/jgtpeshbHn9h2wLJxiVPkie/eDTbWbKzJI3ZcyI+NtUUD7I71V7XN05AUCui/GZLd
jGgf34MCwzvBNqleuwAb+DA5QD9JI5CKLAFlLT7vEPYKQqIhjSPR6SDd1p+SuEyYVaqnP/Karz32
wmewOiQIa326z7rl7Y0AADGCAhcwggITAgEBMIGAMHQxCzAJBgNVBAYTAklOMSIwIAYDVQQKExlT
aWZ5IFRlY2hub2xvZ2llcyBMaW1pdGVkMQ8wDQYDVQQLEwZTdWItQ0ExMDAuBgNVBAMTJ1NhZmVT
Y3J5cHQgc3ViLUNBIGZvciBSQ0FJIENsYXNzIDIgMjAxNAIIIaZDTAIAWAAwDQYJYIZIAWUDBAIB
BQCgaTAYBgkqhkiG9w0BCQMxCwYJKoZIhvcNAQcBMBwGCSqGSIb3DQEJBTEPFw0xODEwMTIxNDUx
MjVaMC8GCSqGSIb3DQEJBDEiBCDVe0xDLVVD7HPdjR21avQSv5OoNT9dI7b4To+jLBdfsDANBgkq
hkiG9w0BAQEFAASCAQCPq+44XopXx+gA5hTCgKfXaA83AuZ702bjKRzPHaho/Db4SyXEo2OhLt8R
53LXw52xoM2TSGGeap6Asg/z6+qEjnq+oinMAhF8wlhLebOzHtMwuJUIVirpkkTwyAyKNNpT7iep
7+GCbEcUe4/q/nD7dfp5I3766glSY4QAHFbI1p/oisF5HnCwR11Pm/9f1Jy9TDRXnt03FXWULYM6
0j40zVdvwpfmQbEG3XQ2V0AT8HI1FXl2Ju5I5mL3W4SUvd/MZNmlNFdEAo0fPo7c2cz6QUJC46I1
zyQ32yls5hkoKnWoqOhhbpB7/ZvtOgS7FnuRmKUvKrnbfuJEhKfv5a2SAAAAAAAA","{""districtCode"":""28"",""talukCode"":""01"",""townCode"":""001"",""wardCode"":""002"",""blockCode"":""0015"",""pattaNo"":""8021"",""surveyNo"":""1344"",""subdivNo"":""1"",""tot_tax"":2,""ext_hect"":0,""ext_ares"":7,""ext_sqmtr"":76,""form6_no"":null,""form8_no"":null,""land_type"":""3"",""govt_pri"":""1"",""soil_type_p"":8,""soil_type_s"":""2"",""soil_class"":""4"",""assessed"":""Y"",""cultivable"":""Y"",""tax_hect"":""2.00"",""tax_rate"":""0"",""part_ind"":""P""}",2018-10-12 20:22:05.46,tut_ssundari,,,,
28,01,001,002,0015,1344  ,2         ,,,0,"MIAGCSqGSIb3DQEHAqCAMIACAQExDzANBglghkgBZQMEAgEFADCABgkqhkiG9w0BBwEAAKCAMIIE
8zCCA9ugAwIBAgIIIaZDTAIAWAAwDQYJKoZIhvcNAQELBQAwdDELMAkGA1UEBhMCSU4xIjAgBgNV
BAoTGVNpZnkgVGVjaG5vbG9naWVzIExpbWl0ZWQxDzANBgNVBAsTBlN1Yi1DQTEwMC4GA1UEAxMn
U2FmZVNjcnlwdCBzdWItQ0EgZm9yIFJDQUkgQ2xhc3MgMiAyMDE0MB4XDTE4MDQyMTA5MDQyMFoX
DTIwMDQyMTA5MDQyMFowgbcxCzAJBgNVBAYTAklOMRswGQYDVQQKExJSRVZFTlVFIERFUEFSVE1F
TlQxDzANBgNVBBETBjYyODAwMTETMBEGA1UECBMKVGFtaWwgTmFkdTFJMEcGA1UEFBNAMDVhODQ5
NDU4MDY3OGI3NzdmMjAwOWUxZDIyYjkxNWRlNzg3MDgzYzUwNzBiYTk2MDUyNzZhYTczYzE4M2Qx
MjEaMBgGA1UEAxMRU0lWQUdBTUFTVU5EQVJJIFMwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEK
AoIBAQCiS4g+ETSIoYlPDSvs6063H1pFWyyVx4UUgTykjz/RPLmBfFNeACEmHv1ufaprb9oo7Jgu
tH0nOZU2uC2SFLGtTm1hMTnBVo6fzYKT97HPWtB+UOR6EDpz89oSPOIY5+jeQpQuHOaASkVCc5ee
/3ipsKLU0LnLNBNs6+vxdq9FiHOU2HxUBWh4dsX8qZHSh0C7EkCQ5iwNHbEPAo3aUzHGRslVGtNJ
I50g6JNVS6awV2URFCDF3LjUDNT46wcayFrOe7w0kYg4bq1RUVRPfs6+x/76+vm1d28mtDStChSK
bvJMswaQjfHT8qM+xMMLh10AKljZZ5V3nUHQzQigoH+5AgMBAAGjggFDMIIBPzAOBgNVHQ8BAf8E
BAMCBsAwEwYDVR0jBAwwCoAIQw43V+kn2QgwEQYDVR0OBAoECELsSND/UO2cMCMGA1UdEQQcMBqB
GHRhcnRob290aHVrdWRpQGdtYWlsLmNvbTBHBgNVHR8EQDA+MDygOqA4hjZodHRwOi8vY3JsLnNh
ZmVzY3J5cHQuY29tL1NhZmVTY3J5cHRSQ0FJQ2xhc3MyMjAxNC5jcmwwgYEGCCsGAQUFBwEBBHUw
czBJBggrBgEFBQcwAoY9aHR0cHM6Ly93d3cuc2FmZXNjcnlwdC5jb20vZHJ1cGFsL2Rvd25sb2Fk
L1JDQUlDbGFzczIyMDE0LmNlcjAmBggrBgEFBQcwAYYaaHR0cDovL29jc3Auc2FmZXNjcnlwdC5j
b20wEwYDVR0gBAwwCjAIBgZggmRkAgIwDQYJKoZIhvcNAQELBQADggEBAHVXTR2vpsctIVfdvvne
ksIyLcIXd7WQYCWHEgHgjyZazXFog3U/jAVFHgMBIrZdYp3wvuTp6nd+ms34aJvTrQrmFfghi4W4
OUQpox/iABncdIzLG5eZdlzr6FL00geRs5qXoHoKd3jfa4gfESXOSxMqxZneOE9FHxykC1aiMWA2
TkmRMlUdGp/jgtpeshbHn9h2wLJxiVPkie/eDTbWbKzJI3ZcyI+NtUUD7I71V7XN05AUCui/GZLd
jGgf34MCwzvBNqleuwAb+DA5QD9JI5CKLAFlLT7vEPYKQqIhjSPR6SDd1p+SuEyYVaqnP/Karz32
wmewOiQIa326z7rl7Y0AADGCAhcwggITAgEBMIGAMHQxCzAJBgNVBAYTAklOMSIwIAYDVQQKExlT
aWZ5IFRlY2hub2xvZ2llcyBMaW1pdGVkMQ8wDQYDVQQLEwZTdWItQ0ExMDAuBgNVBAMTJ1NhZmVT
Y3J5cHQgc3ViLUNBIGZvciBSQ0FJIENsYXNzIDIgMjAxNAIIIaZDTAIAWAAwDQYJYIZIAWUDBAIB
BQCgaTAYBgkqhkiG9w0BCQMxCwYJKoZIhvcNAQcBMBwGCSqGSIb3DQEJBTEPFw0xODEwMTIxNDUx
MjVaMC8GCSqGSIb3DQEJBDEiBCAoD6YB+cjmTTvmkYxvCtCs1ixT8pXa7dImk45Q1HLVbDANBgkq
hkiG9w0BAQEFAASCAQBX5FdOqKH167znci09sGxNzkT1swCHy3p0aBG8GkXI0O8ity2Y9FIp7CRC
4qL8Tew9MHZ0xRNVpYOT3uevp4dhd0431Ziy6tCJ/CpDOYLi8dxd+W+mLDKR6qgWn2u6v0QbBhVD
0OIOv4b0n06vgo/50/ck9HiMg98AQvCQkZsAmGWMlOAtlewIBWLdgotBVXj4bJFgbHRUkq4pHmcO
iJ0UEFmaIZZrDygx2nVdPlORrwSSavvz7gozkcuDBlQSwfLkvzk+ODVWjRbVxHAD0j0JKd73yJoe
AoRoE5ymA9xdOQfoeGaLX8LSkjJUpsX/cUMgLlIoMJBPOEhywn9j1MGUAAAAAAAA","{""districtCode"":""28"",""talukCode"":""01"",""townCode"":""001"",""wardCode"":""002"",""blockCode"":""0015"",""pattaNo"":""0"",""surveyNo"":""1344"",""subdivNo"":""2"",""tot_tax"":0,""ext_hect"":0,""ext_ares"":0,""ext_sqmtr"":34.5,""form6_no"":null,""form8_no"":null,""land_type"":""3"",""govt_pri"":""1"",""soil_type_p"":0,""soil_type_s"":"""",""soil_class"":"""",""assessed"":""Y"",""cultivable"":""Y"",""tax_hect"":""0.00"",""tax_rate"":""0"",""part_ind"":""P""}",2018-10-12 20:22:05.46,tut_ssundari,,,,
28,01,001,002,0015,1345  ,1         ,2022/0169/28/009674      ,,8022,"MIAGCSqGSIb3DQEHAqCAMIACAQExDzANBglghkgBZQMEAgEFADCABgkqhkiG9w0BBwEAAKCCBkgw
ggZEMIIFLKADAgECAgQBRMQCMA0GCSqGSIb3DQEBCwUAMIGOMQswCQYDVQQGEwJJTjEqMCgGA1UE
ChMhZU11ZGhyYSBDb25zdW1lciBTZXJ2aWNlcyBMaW1pdGVkMR0wGwYDVQQLExRDZXJ0aWZ5aW5n
IEF1dGhvcml0eTE0MDIGA1UEAxMrZS1NdWRocmEgU3ViIENBIGZvciBDbGFzcyAzIEluZGl2aWR1
YWwgMjAxNDAeFw0yMTA4MDQxMDI2MzBaFw0yMzA4MDQxMDI2MzBaMIH6MQswCQYDVQQGEwJJTjER
MA8GA1UEChMIUEVSU09OQUwxSTBHBgNVBEETQGMwMDJmZDRlY2JiZTQ5YTMzMDFkY2EyOTE1MzFh
ODQ3OTEzMDBlOWQxMzY0YWQ4NzkyMGI2YTVlZjYyMDQ0NzcxDzANBgNVBBETBjYzNTEwOTETMBEG
A1UECBMKVGFtaWwgTmFkdTFJMEcGA1UEBRNAMmIxMWU2OWQ0ZTM0OWQ4YTVmYWU1OWI0MWMzZGIw
OGJjZDM4M2UwMzJlMTg3YTQ1NDM1NzRkMmZhN2IzYjFkOTEcMBoGA1UEAxMTS1JJU0hOQU4gU0VO
VEhJTFJBSjCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEBALQjZAXIs6AexKBVOGUN0yc9
64PJUMZjtnNLkSquGdjGW47NvTYDMR1fg74Hzm9vi8ga/GVqlLO9e4e33L/cys4NR7DrVWhI8RIu
1emos/sJjJ72yc8tqUHUlHRmFL4+289nifA0OXdl4Abl1rESiR2Sb08NAv6H+BqW5CtxtQY+RMF8
LWL10mfQxiHawxKjLDRMCxqSH8hW4y2PEQKglz1YXX5+eBHuLDl/m3Oh59d6aOdmUtNWkjz6XyF3
hNrHKr4wvNlxyJZ6DnIkFjTkgCKHIUObJaA8EOkqZ18ONExXSIVI+M7iRvcXReN/LdynyyYhNj/q
quAM8U1nI+AbzXcCAwEAAaOCAjowggI2MBMGA1UdIwQMMAqACEsxTuEApKl5MB0GA1UdDgQWBBSf
Mh10yB1haijmeJFIvDeer0O2+TAMBgNVHRMBAf8EAjAAMA4GA1UdDwEB/wQEAwIGwDAcBgNVHREE
FTATgRFkcmtzcjA5QGdtYWlsLmNvbTBABgNVHSUEOTA3BggrBgEFBQcDBAYKKwYBBAGCNwoDDAYJ
KoZIhvcvAQEFBgorBgEEAYI3FAICBggrBgEFBQcDAjCBuwYDVR0gBIGzMIGwMC0GBmCCZGQCAzAj
MCEGCCsGAQUFBwICMBUaE0NsYXNzIDMgQ2VydGlmaWNhdGUwLQYGYIJkZAICMCMwIQYIKwYBBQUH
AgIwFRoTQ2xhc3MgMiBDZXJ0aWZpY2F0ZTBQBgdggmRkAQgCMEUwQwYIKwYBBQUHAgEWN2h0dHA6
Ly93d3cuZS1tdWRocmEuY29tL3JlcG9zaXRvcnkvY3BzL2UtTXVkaHJhX0NQUy5wZGYwewYIKwYB
BQUHAQEEbzBtMCQGCCsGAQUFBzABhhhodHRwOi8vb2NzcC5lLW11ZGhyYS5jb20wRQYIKwYBBQUH
MAKGOWh0dHA6Ly93d3cuZS1tdWRocmEuY29tL3JlcG9zaXRvcnkvY2FjZXJ0cy9DM0lTQ0EyMDE0
LmNydDBHBgNVHR8EQDA+MDygOqA4hjZodHRwOi8vd3d3LmUtbXVkaHJhLmNvbS9yZXBvc2l0b3J5
L2NybHMvQzNJU0NBMjAxNC5jcmwwDQYJKoZIhvcNAQELBQADggEBAAlY4RvCSID/20xUxWG1GqjZ
z9COFmUdUeWxNH6s9Bxgrb6tofVV1braPhGw7R063KSjH/KyQ9eBzaApHwO8bhG8M7OT8++Eu0kZ
EFPloKUkPM9JAqEPbr0JbhIbSlDdtGNcsWJThGqiFMqepE/L0i5mMsrLngtM9/wt6HV7z/gI9huo
HIe0LxQmU2cPdxz+/HrNh9L+T+FAtLF1vF97+MkawcnzWTq1xdgBg0Ge04Gqt5FkeWKY2zZuJk0x
uR1NofRWM+eO9CIPy5YzXcfAvdPjsB4cbrdLDEDuyShp21W8lUko3KBVtHTlNUM1GJ/ya8WEccaz
lH2PwwhdlLvzJGwxggIuMIICKgIBATCBlzCBjjELMAkGA1UEBhMCSU4xKjAoBgNVBAoTIWVNdWRo
cmEgQ29uc3VtZXIgU2VydmljZXMgTGltaXRlZDEdMBsGA1UECxMUQ2VydGlmeWluZyBBdXRob3Jp
dHkxNDAyBgNVBAMTK2UtTXVkaHJhIFN1YiBDQSBmb3IgQ2xhc3MgMyBJbmRpdmlkdWFsIDIwMTQC
BAFExAIwDQYJYIZIAWUDBAIBBQCgaTAYBgkqhkiG9w0BCQMxCwYJKoZIhvcNAQcBMBwGCSqGSIb3
DQEJBTEPFw0yMjA3MTUwNTM3MTZaMC8GCSqGSIb3DQEJBDEiBCCnVhH0BxrZR+5nWg5EFMlR3Ms6
zelEATNx5uOKVxa1tTANBgkqhkiG9w0BAQEFAASCAQAzRJmk9DwPyxFQHgJJHGD+YyG0BZgtBT7T
P5aLfbsJz+RFWFWfQTkaKCWF9KvW606lx4M7a0IPlPfp2VDBuUvYDY8Qy9PwO2fIPOG+mSD0N1ei
w5BZe8iagaP0/JNZYhZVbhwMKFqov/TLvGEeuAF6NA921QStYGi+QnQ7u5TSmEKbWfZlbbiJp24V
38ClFDsbAbn4ufs3j4F85KM5i3JfEaioJdgqF9+Tgkq4sPw06eDR61vO+qrbW16cG8Zajxj8bmYc
Gfar5mimTUUnesLAPlU3+244n9U3LABwUEs9mH7z/f4inSn77YevM8HHsmVlcL+lXm0h0Q0hg16E
RHDNAAAAAAAA","{""districtCode"":""28"",""talukCode"":""01"",""townCode"":""001"",""wardCode"":""002"",""blockCode"":""0015"",""pattaNo"":""8022"",""surveyNo"":""1345"",""subdivNo"":""1"",""tot_tax"":2,""ext_hect"":0,""ext_ares"":0,""ext_sqmtr"":80.5,""form6_no"":""2022/0169/28/009674"",""form8_no"":null,""land_type"":""2"",""govt_pri"":""2"",""soil_type_p"":8,""soil_type_s"":""2"",""soil_class"":""4"",""assessed"":""Y"",""cultivable"":""Y"",""tax_hect"":""2.00"",""tax_rate"":""0"",""part_ind"":""P""}",2022-07-15 10:59:48.792,tut_collector,53,,,
