district_code,taluk_code,town_code,ward_code,block_code,street_code,survey_number,subdivision_number,old_subdivision_number,old_survey_number,double_crop_flag,partition_indicator,door_number,government_priority_flag,land_type_code,irrigation_source_code,tax_rate_code,primary_soil_type,secondary_soil_type,soil_class_code,tax_per_hectare,extent_unit,extent_value_1,extent_value_2,extent_value_3,total_tax,patta_number,coss_block_code,land_use_code,remarks,remarks1,new_patta_number,old_patta_number,form6_number,form7_number,form8_number,relinquishment_number,assignment_number,alienation_number,acquisition_number,assessed_flag,cultivable_flag,last_updated_datetime,user_number,descriptive_remark_code,descriptive_land_use,municipal_tax,new_door_number
28,01,001,002,0015,0005,1394,7,,1394/PT,N,P,282,2,2,"",0,8,2,4,2.00,2,0,0,51.5,2.00,7862,0,16,கடை,-TR.NO/2022/0169/28/020786,,,2022/0169/28/020786,,,,,,,Y,Y,2022-07-22 18:24:31.27+05:30,60,,"",0.00,
28,01,001,002,0015,0005,1394,8,,1394/PT,Y,P,282/a               ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,20.0,2.00,7863,0,16,கடை,-TR.NO/2022/0169/28/020787,,,2022/0169/28/020787,,,,,,,Y,N,2022-07-22 18:24:31.27+05:30,60,,"",,
28,01,001,002,0015,0005,1394,9,,1394/PT,Y,P,283                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,56.0,2.00,7864,0,16,கடை,-TR.NO/2022/0169/28/020788,,,2022/0169/28/020788,,,,,,,Y,N,2022-07-22 18:24:41.628+05:30,60,,"",,
28,01,001,002,0015,0005,1395,1,,1395/PT,Y,P,283                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,19.0,2.00,7865,0,16,கடை,-TR.NO/2022/0169/28/020790,,,2022/0169/28/020790,,,,,,,Y,N,2022-07-22 18:24:41.628+05:30,60,,"",,
28,01,001,002,0015,0005,1395,2,,1395/PT,Y,P,284                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,71.0,2.00,7866,0,16,கடை,-TR.NO/2022/0169/28/020791,,,2022/0169/28/020791,,,,,,,Y,N,2022-07-22 18:24:41.628+05:30,60,,"",,
28,01,001,002,0015,0005,1395,3,,1395/PT,Y,P,285                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,42.0,2.00,7867,0,16,கடை,-TR.NO/2022/0169/28/020793,,,2022/0169/28/020793,,,,,,,Y,N,2022-07-22 18:24:41.628+05:30,60,,"",,
28,01,001,002,0015,0005,1395,4,,1395/PT,Y,P,285/a               ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,27.0,2.00,7868,0,16,கடை,-TR.NO/2022/0169/28/020795,,,2022/0169/28/020795,,,,,,,Y,N,2022-07-22 18:24:41.628+05:30,60,,"",,
28,01,001,002,0015,0005,1395,5,,1395/PT,Y,P,286                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,78.0,2.00,7869,0,16,கடை காலியிடம்,-TR.NO/2022/0169/28/020797,,,2022/0169/28/020797,,,,,,,Y,N,2022-07-22 18:24:41.628+05:30,60,,"",,
28,01,001,002,0015,0005,1396,1,,1396/PT,Y,P,287                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,60.5,2.00,7870,0,16,தினதந்தி ஆபீஸ  காலியிடம்,-TR.NO/2022/0169/28/020799,,,2022/0169/28/020799,,,,,,,Y,N,2022-07-22 18:24:41.628+05:30,60,,"",,
28,01,001,002,0015,0005,1396,2,,1396/PT,Y,P,288                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,41.5,2.00,7871,0,16,கடை,-TR.NO/2022/0169/28/020800,,,2022/0169/28/020800,,,,,,,Y,N,2022-07-22 18:24:41.628+05:30,60,,"",,
28,01,001,002,0015,0005,1396,3,,1396/PT,Y,P,-                   ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,30.0,2.00,7872,0,16,கடை முற்றம்,-TR.NO/2022/0169/28/020801,,,2022/0169/28/020801,,,,,,,N,N,2022-07-22 18:24:41.628+05:30,60,,"",,
28,01,001,002,0015,0005,1396,4,,1396/PT,Y,P,288b                ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,18.0,2.00,7873,0,16,கடை,-TR.NO/2022/0169/28/020802,,,2022/0169/28/020802,,,,,,,N,N,2022-07-22 18:24:41.628+05:30,60,,"",,
28,01,001,002,0015,0001,1396,5,,1396/PT,Y,P,288/c               ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,16.0,2.00,7592,0,16,கடை,-TR.NO/2022/0169/28/020803,,,2022/0169/28/020803,,,,,,,N,N,2022-07-22 18:24:45.09+05:30,60,,"",,
28,01,001,002,0015,0005,1396,6,,1396/PT,Y,P,-                   ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,11.0,2.00,7874,0,14,பாதை,-TR.NO/2022/0169/28/020804,,,2022/0169/28/020804,,,,,,,N,N,2022-07-22 18:24:45.09+05:30,60,,"",,
28,01,001,002,0015,0005,1397,1,,1397/PT,Y,P,287                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,40.5,2.00,7875,0,16,தினதந்தி ஆபீஸ் காலை கட்டடம்,-TR.NO/2022/0169/28/020806,,,2022/0169/28/020806,,,,,,,N,N,2022-07-22 18:24:45.09+05:30,60,,"",,
28,01,001,002,0015,0005,1397,2,,1397/PT,Y,P,288                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,30.5,2.00,7876,0,16,கடை,-TR.NO/2022/0169/28/021179,,,2022/0169/28/021179,,,,,,,N,N,2022-07-22 18:24:45.09+05:30,60,,"",,
28,01,001,002,0015,0005,1397,3,,1397/PT,Y,P,289                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,29.5,2.00,7877,0,16,கடை,-TR.NO/2022/0169/28/021183,,,2022/0169/28/021183,,,,,,,N,N,2022-07-22 18:24:45.09+05:30,60,,"",,
28,01,001,002,0015,0005,1397,4,,1397/PT,Y,P,290                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,24.5,2.00,7878,0,16,கடை,-TR.NO/2022/0169/28/021208,,,2022/0169/28/021208,,,,,,,N,N,2022-07-22 18:24:45.09+05:30,60,,"",,
28,01,001,002,0015,0005,1397,5,,1397/PT,Y,P,290/a               ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,10.0,2.00,7879,0,16,காலியிடம்,-TR.NO/2022/0169/28/021204,,,2022/0169/28/021204,,,,,,,N,N,2022-07-22 18:24:45.09+05:30,60,,"",,
28,01,001,002,0015,0001,1398,1,,1398/PT,Y,P,290a                ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,20.5,2.00,7593,0,16,கடை,-TR.NO/2022/0169/28/021200,,,2022/0169/28/021200,,,,,,,N,N,2022-07-22 18:24:45.09+05:30,60,,"",,
28,01,001,002,0015,0005,1398,10,,1398/PT,Y,P,306                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,3.0,2.00,7880,0,6,கடை,2025/0153/28/005475TR DT. 2026-01-20,,,2025/0153/28/005475,,2025/28/01/000299SD,,,,,N,N,2026-01-20 15:07:26.629+05:30,60,,வசிப்பிடம்,,""
28,01,001,002,0015,0005,1398,11,,1398/PT,Y,P,306a                ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,27.0,2.00,7881,0,16,காரை வீடும் கடை,2024/0153/28/003035TR DT. 2024-11-26,,,2024/0153/28/003035,,,,,,,N,N,2024-11-26 11:45:01.423+05:30,60,,"",,""
28,01,001,002,0015,0005,1398,12,,1398/PT,Y,P,305/a               ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,12.5,2.00,7882,0,6,பாதை,2025/0153/28/005475TR DT. 2026-01-20,,,2025/0153/28/005475,,2025/28/01/000299SD,,,,,N,N,2026-01-20 15:07:26.638+05:30,60,,வசிப்பிடம்,,""
28,01,001,002,0015,0005,1398,13,,1398/PT,Y,P,306                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,27.5,2.00,65412,0,6,கடை,2025/0153/28/004916TR DT. 2025-12-13,,,2025/0153/28/004916,,2025/28/01/000299SD,,,,,N,N,2025-12-13 00:50:43.675+05:30,60,,வசிப்பிடம்,,""
28,01,001,002,0015,0005,1398,14,,1398/PT,Y,P,305/a               ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,30.0,2.00,65413,0,6,பாதை,2025/0153/28/004916TR DT. 2025-12-13,,,2025/0153/28/004916,,2025/28/01/000299SD,,,,,N,N,2025-12-13 00:50:43.691+05:30,60,,வசிப்பிடம்,,""
28,01,001,002,0015,0005,1398,15,,1398/PT,Y,P,305                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,11.0,2.00,65414,0,6,காரை வீடு,2025/0153/28/004916TR DT. 2025-12-13,,,2025/0153/28/004916,,2025/28/01/000299SD,,,,,N,N,2025-12-13 00:50:43.697+05:30,60,,வசிப்பிடம்,,""
28,01,001,002,0015,0005,1398,2,,1398/PT,Y,P,291                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,77.5,2.00,7883,0,16,கடை,-TR.NO/2022/0169/28/021197,,,2022/0169/28/021197,,,,,,,N,N,2022-07-22 18:24:45.09+05:30,60,,"",,
28,01,001,002,0015,0005,1398,3,,1398/PT,Y,P,292                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,56.0,2.00,7884,0,16,கடை,2024/0153/28/003352TR DT. 2024-12-31,,,2024/0153/28/003352,,,,,,,N,N,2024-12-31 16:34:16.123+05:30,60,,"",,""
28,01,001,002,0015,0005,1398,4,,1398/PT,Y,P,293                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,54.0,2.00,7885,0,16,கடை,-TR.NO/2022/0169/28/021214,,,2022/0169/28/021214,,,,,,,N,N,2022-07-22 18:24:48.949+05:30,60,,"",,
28,01,001,002,0015,0005,1398,5,,1398/PT,Y,P,294                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,28.0,2.00,7886,0,16,கடை,2025/0153/28/002489TR DT. 2025-07-14,,,2025/0153/28/002489,,,,,,,N,N,2025-07-14 20:21:31.833+05:30,60,,"",,""
28,01,001,002,0015,0005,1398,6,,1398/PT,Y,P,294/a               ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,13.5,2.00,7887,0,16,கடை,2025/0153/28/002488TR DT. 2025-07-14,,,2025/0153/28/002488,,,,,,,N,N,2025-07-14 20:20:59.111+05:30,60,,"",,""
28,01,001,002,0015,0005,1398,7,,1398/PT,Y,P,305                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,12.0,2.00,7888,0,6,காரை வீடு,2025/0153/28/005475TR DT. 2026-01-20,,,2025/0153/28/005475,,2025/28/01/000299SD,,,,,N,N,2026-01-20 15:07:26.646+05:30,60,,வசிப்பிடம்,,""
28,01,001,002,0015,0005,1398,8,,1398/PT,Y,P,-                   ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,42.0,2.00,7889,0,16,பாதை,-TR.NO/2022/0169/28/021237,,,2022/0169/28/021237,,,,,,,N,N,2022-07-22 18:24:48.949+05:30,60,,"",,
28,01,001,002,0015,0005,1398,9,,1398/PT,Y,P,295                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,31.0,2.00,7890,0,16,கடை,2024/0153/28/003037TR DT. 2024-11-26,,,2024/0153/28/003037,,,,,,,N,N,2024-11-26 11:46:31.009+05:30,60,,"",,""
28,01,001,002,0015,0005,1399,1,,1399/PT,N,P,.                   ,1,3,  ,0,0,00,"",0.00,2,0,1,23.0,0.00,0,0,16,ஜி.ஆர். நத்தம்,"",,,,,,,,,,Y,N,2017-11-07 11:48:30+05:30,60,,"",,
28,01,001,002,0015,0005,1399,2,,1399/PT,N,P,.                   ,1,3,  ,0,0,"","",0.00,2,0,13,52.0,0.00,0,0,16,பாலவிநாய கோவில் தெரு,"",,,,,,,,,,Y,N,2017-11-07 11:48:44+05:30,60,,"",,
28,01,001,002,0015,0005,1400,1,,1400/1,N,P,.                   ,1,3,  ,0,0,"","",0.00,2,0,14,85.0,0.00,0,0,16,பாலவிநாயக கோவில் தெரு,"",,,,,,,,,,Y,N,2017-11-07 11:51:16+05:30,60,,"",,
28,01,001,002,0015,0005,1400,2A,,1400/2PT,Y,P,1/3                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,1,14.5,2.00,7891,0,16,காரை கட்டடம்,-TR.NO/2022/0169/28/021229,,,2022/0169/28/021229,,,,,,,N,N,2022-07-22 18:24:48.949+05:30,60,,"",,
28,01,001,002,0015,0001,1400,2B,,1400/2PT,Y,P,1/3a                ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,47.5,2.00,7596,0,16,கடை,-TR.NO/2022/0169/28/021247,,,2022/0169/28/021247,,,,,,,N,N,2022-07-22 18:24:48.949+05:30,60,,"",,
28,01,001,002,0015,0005,1400,3,,1400/3,Y,P,-                   ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,41.0,2.00,7892,0,16,காரைகட்டிடம்,-TR.NO/2022/0169/28/021252,,,2022/0169/28/021252,,,,,,,N,N,2022-07-22 18:24:52.593+05:30,60,,"",,
28,01,001,002,0015,0005,1400,4,,1400/4,N,P,.                   ,1,3,  ,0,0,"","",0.00,2,0,1,60.5,0.00,0,0,16,பால விநாயக கோவில். சுடலை மாட சாமி கோவில்,"",,,,,,,,,,Y,N,2017-11-07 11:52:49+05:30,60,,"",,
28,01,001,002,0015,0005,1401,1A,,1401/1PT,Y,P,-                   ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,16.0,2.00,7893,0,16,காரை கடைகள்,-TR.NO/2022/0169/28/021254,,,2022/0169/28/021254,,,,,,,N,N,2022-07-22 18:24:52.593+05:30,60,,"",,
28,01,001,002,0015,0005,1401,1B,,1401/1PT,Y,P,312                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,21.5,2.00,7894,0,16,காரை கடை,-TR.NO/2022/0169/28/021256,,,2022/0169/28/021256,,,,,,,N,N,2022-07-22 18:24:52.593+05:30,60,,"",,
28,01,001,002,0015,0005,1401,2A,,1401/2PT,Y,P,313                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,25.5,2.00,7895,0,16,கடை,-TR.NO/2022/0169/28/021257,,,2022/0169/28/021257,,,,,,,N,N,2022-07-22 18:24:52.593+05:30,60,,"",,
28,01,001,002,0015,0006,1401,2B,,1401/2PT,Y,P,314                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,30.0,2.00,7959,0,16,கடை,-TR.NO/2022/0169/28/021258,,,2022/0169/28/021258,,,,,,,Y,N,2022-07-22 18:24:52.593+05:30,60,,"",,
28,01,001,002,0015,0006,1401,2C,,1401/2PT,Y,P,315                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,16.0,2.00,7960,0,16,கடை,-TR.NO/2022/0169/28/021260,,,2022/0169/28/021260,,,,,,,Y,N,2022-07-22 18:24:52.593+05:30,60,,"",,
28,01,001,002,0015,0006,1401,2D,,1401/2PT,Y,P,316                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,16.0,2.00,7961,0,16,கடை,-TR.NO/2022/0169/28/021262,,,2022/0169/28/021262,,,,,,,Y,N,2022-07-22 18:24:52.593+05:30,60,,"",,
28,01,001,002,0015,0006,1401,2E,,1401/2PT,Y,P,317                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,16.0,2.00,7962,0,16,கடை,-TR.NO/2022/0169/28/021259,,,2022/0169/28/021259,,,,,,,Y,N,2022-07-22 18:24:52.593+05:30,60,,"",,
28,01,001,002,0015,0006,1401,2F,,1401/2PT,Y,P,318                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,16.0,2.00,7963,0,16,கடை,-TR.NO/2022/0169/28/021270,,,2022/0169/28/021270,,,,,,,Y,N,2022-07-22 18:24:58.633+05:30,60,,"",,
28,01,001,002,0015,0006,1401,2G,,1401/2PT,Y,P,319                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,0,31.0,2.00,7964,0,16,கடை  காலியிடம்,-TR.NO/2022/0169/28/021272,,,2022/0169/28/021272,,,,,,,Y,N,2022-07-22 18:24:58.633+05:30,60,,"",,
28,01,001,002,0015,0006,1401,2H,,1401/2PT,Y,P,321                 ,2,2,  ,0,8,2 ,4 ,2.00,2,0,1,9.5,2.00,7965,0,16,கடை,-TR.NO/2022/0169/28/021273,,,2022/0169/28/021273,,,,,,,Y,N,2022-07-22 18:24:58.633+05:30,60,,"",,
28,01,001,002,0015,0006,1402,0,,1402,Y,P,.                   ,1,3,  ,0,0,"","",0.00,2,0,18,98.5,0.00,0,0,16,தெரு,"",,,,,,,,,,Y,N,2018-04-20 16:13:46+05:30,60,,"",,
28,01,001,002,0015,0006,1403,0,,1403,Y,P,.                   ,1,3,  ,0,0,"","",0.00,2,0,6,38.5,0.00,0,0,16,விஇ ரோடு,"",,,,,,,,,,Y,N,2018-04-20 17:31:27+05:30,60,,"",,
28,01,001,004,0015,0001,2968,1,,2968/1,Y,P,-                   ,1,3,  ,0,0,"","",0.00,2,0,15,4.5,0.00,32084,0,20,ரோடு,"",,,,,,,,,,Y,N,2018-06-28 17:37:13+05:30,60,,"",,
28,01,001,004,0015,0001,2968,2,,2968/2,Y,P,105                 ,1,3,  ,0,0,"","",0.00,2,0,0,7.0,0.00,32085,0,16,முற்றம்,"",,,,,,,,,,Y,N,2018-01-08 11:03:06+05:30,60,,"",,
28,01,001,004,0015,0001,2968,3,,2968/3,Y,P,112                 ,1,3,  ,0,0,"","",0.00,2,0,0,6.5,0.00,32086,0,16,முற்றம்,"",,,,,,,,,,Y,N,2018-01-08 11:03:32+05:30,60,,"",,
28,01,001,004,0015,0001,2969,1A,,2969/1PT,Y,P,211                 ,1,3,  ,0,0,"","",0.00,2,0,1,9.0,0.00,32087,0,16,மாடி மட்டப்பா வீடு,"",,,,,,,,,,Y,N,2018-01-08 11:05:11+05:30,60,,"",,
28,01,001,004,0015,0001,2969,1B,,2969/1PT,Y,P,-                   ,1,3,  ,0,0,"","",247.10,2,0,0,11.0,247.10,32088,0,16,பொது சந்து,"",,,,,,,,,,Y,N,2018-01-08 11:08:40+05:30,60,,"",,
28,01,001,004,0015,0001,2969,2A,,2969/2PT,Y,P,212                 ,1,3,  ,0,0,"","",247.10,2,0,0,13.5,247.10,32089,0,16,முற்றம்,"",,,,,,,,,,Y,N,2018-01-08 11:09:00+05:30,60,,"",,
28,01,001,004,0015,0001,2969,2B,,2969/2PT,Y,P,213                 ,1,3,  ,0,0,"","",247.10,2,0,0,10.5,247.10,32090,0,16,கடை,"",,,,,,,,,,Y,N,2018-01-08 11:09:21+05:30,60,,"",,
28,01,001,004,0015,0001,2969,2C,,2969/2PT,Y,P,-                   ,1,3,  ,0,0,"","",247.10,2,0,0,5.5,247.10,32091,0,16,முற்றம்,"",,,,,,,,,,Y,N,2018-01-08 11:09:48+05:30,60,,"",,
28,01,001,004,0015,0001,2969,2D,,2969/2PT,Y,P,214                 ,1,3,  ,0,0,"","",247.10,2,0,0,11.0,247.10,32092,0,16,கடை,"",,,,,,,,,,Y,N,2018-01-08 11:10:22+05:30,60,,"",,
28,01,001,004,0015,0001,2969,2E,,2969/2PT,Y,P,-                   ,1,3,  ,0,0,"","",247.10,2,0,0,4.0,247.10,32093,0,16,முற்றம்,"",,,,,,,,,,Y,N,2018-01-08 11:10:59+05:30,60,,"",,
28,01,001,004,0015,0001,2969,2F,,2969/2PT,Y,P,215                 ,1,3,  ,0,0,"","",247.10,2,0,0,16.0,247.10,32094,0,16,மட்டப்பா வீடு,"",,,,,,,,,,Y,N,2018-01-08 11:11:56+05:30,60,,"",,
28,01,001,004,0015,0001,2970,0,,2970,Y,P,212                 ,1,3,  ,0,0,"","",247.10,2,0,0,77.0,247.10,32095,0,16,மாடிவீடு,"",,,,,,,,,,Y,N,2018-01-08 11:12:39+05:30,60,,"",,
28,01,001,004,0015,0001,2971,0,,2971,Y,P,213v                ,1,3,  ,0,0,"","",247.10,2,0,0,79.5,247.10,32096,0,16,மாடிவீடு,"",,,,,,,,,,Y,N,2018-01-08 11:13:25+05:30,60,,"",,
28,01,001,004,0015,0001,2972,1,,2972/PT,Y,P,214                 ,1,3,  ,0,0,"","",247.10,2,0,0,3.5,247.10,32097,0,16,கடை,"",,,,,,,,,,Y,N,2018-01-08 11:14:00+05:30,60,,"",,
28,01,001,004,0015,0001,2972,2,,2972/PT,Y,P,214                 ,1,3,  ,0,0,"","",0.00,2,0,0,74.5,0.00,32098,0,16,மாடிவீடு,"",,,,,,,,,,Y,N,2018-01-08 11:14:26+05:30,60,,"",,
28,01,001,004,0015,0001,2973,0,,2973,Y,P,215                 ,1,3,  ,0,0,"","",247.10,2,0,0,87.0,247.10,32099,0,16,மாடிவீடு,"",,,,,,,,,,Y,N,2018-01-08 11:15:02+05:30,60,,"",,
28,01,001,004,0015,0001,2974,1,,2974/1,Y,P,52                  ,1,3,  ,0,0,"","",247.10,2,0,1,0.0,247.10,32100,0,16,மாடிவீடு,"",,,,,,,,,,Y,N,2018-01-08 11:15:40+05:30,60,,"",,
28,01,001,004,0015,0001,2974,2,,2974/2,Y,P,51                  ,1,3,  ,0,0,"","",247.10,2,0,0,98.5,247.10,32101,0,16,மாடிவீடு  சிப்காட்அலுவலகம்,"",,,,,,,,,,Y,N,2018-01-08 11:16:12+05:30,60,,"",,
28,01,001,004,0015,0001,2975,0,,2975,Y,P,216C                ,1,3,  ,0,0,"","",247.10,2,0,0,11.5,247.10,32102,0,16,ஓட்டுவீடு,"",,,,,,,,,,Y,N,2018-01-08 11:16:46+05:30,60,,"",,
28,01,001,004,0015,0001,2976,0,,2976,Y,P,216B                ,1,3,  ,0,0,"","",247.10,2,0,0,11.0,247.10,32103,0,16,மட்டப்பாவீடு,"",,,,,,,,,,Y,N,2018-01-08 11:18:31+05:30,60,,"",,
28,01,001,004,0015,0001,2977,0,,2977,Y,P,216B                ,1,3,  ,0,0,"","",247.10,2,0,0,21.5,247.10,32104,0,16,மட்டப்பா வீடு,"",,,,,,,,,,Y,N,2018-01-08 11:19:53+05:30,60,,"",,
28,01,001,004,0015,0001,2978,1,,2978/PT,Y,P,216A                ,1,3,  ,0,0,"","",247.10,2,0,0,75.5,247.10,32105,0,16,ஓட்டுவீடு மாடிவீடு,"",,,,,,,,,,Y,N,2018-01-08 11:20:20+05:30,60,,"",,
28,01,001,004,0015,0001,2978,2,,2978/PT,Y,P,216C                ,1,3,  ,0,0,"","",247.10,2,0,0,9.5,247.10,32106,0,16,ஓட்டுவீடு,"",,,,,,,,,,Y,N,2018-01-08 11:20:51+05:30,60,,"",,
28,01,001,004,0015,0001,2978,3,,2978/PT,Y,P,216D                ,1,3,  ,0,0,"","",247.10,2,0,0,18.5,247.10,32107,0,16,ஓட்டுவீடு,"",,,,,,,,,,Y,N,2018-01-08 11:21:31+05:30,60,,"",,
28,01,001,004,0015,0001,2978,4,,2978/PT,Y,P,-                   ,1,3,  ,0,0,"","",247.10,2,0,0,64.0,247.10,32108,0,16,பொது பாதை,"",,,,,,,,,,Y,N,2018-01-08 11:22:17+05:30,60,,"",,
28,01,001,004,0015,0001,2978,5,,2978/PT,Y,P,216                 ,1,3,  ,0,0,"","",247.10,2,0,2,60.0,247.10,32109,0,16,கல்யாணமண்டபம்,"",,,,,,,,,,Y,N,2018-01-08 11:22:48+05:30,60,,"",,
28,01,001,004,0015,0001,2979,0,,2979,Y,P,217                 ,1,3,  ,0,0,"","",247.10,2,0,2,14.0,247.10,32110,0,16,மட்டப்பாவீடு,"",,,,,,,,,,Y,N,2018-01-08 11:23:21+05:30,60,,"",,
28,01,001,004,0015,0001,2980,1,,2980/PT,Y,P,218                 ,1,3,  ,0,0,"","",247.10,2,0,0,9.5,247.10,32111,0,16,கடை,"",,,,,,,,,,Y,N,2018-01-08 11:24:14+05:30,60,,"",,
28,01,001,004,0015,0001,2980,2,,2980/PT,Y,P,218                 ,1,3,  ,0,0,"","",247.10,2,0,2,28.5,247.10,32112,0,16,மாடி மருத்துவமனை,"",,,,,,,,,,Y,N,2018-01-08 11:24:55+05:30,60,,"",,
28,01,001,004,0015,0002,2981,0,,2981,Y,P,-                   ,1,3,  ,0,0,"","",0.00,2,0,2,81.5,0.00,0,0,16,தெரு மேற்குதேரோடும்வீதி,"",,,,,,,,,,Y,N,2018-01-08 11:26:58+05:30,60,,"",,
28,01,001,004,0015,0002,2982,0,,2982,Y,P,36                  ,1,3,  ,0,0,"","",247.10,2,0,0,76.0,247.10,32143,0,16,மாடிவீடு,"",,,,,,,,,,Y,N,2018-01-08 11:26:31+05:30,60,,"",,
28,01,001,004,0015,0002,2984,0,,2984,Y,P,38                  ,1,3,  ,0,0,"","",247.10,2,0,0,75.5,247.10,32145,0,16,மட்டப்பாவீடு,"",,,,,,,,,,Y,N,2018-01-08 11:28:27+05:30,60,,"",,
28,01,001,004,0015,0002,2985,0,,2985,Y,P,39                  ,1,3,  ,0,0,"","",247.10,2,0,0,76.0,247.10,32146,0,16,மாடிவீடு,"",,,,,,,,,,Y,N,2018-01-08 11:28:58+05:30,60,,"",,
28,01,001,004,0015,0002,2986,0,,2986,Y,P,40                  ,1,3,  ,0,0,"","",247.10,2,0,0,81.5,247.10,32147,0,16,மட்டப்பாவீடு,"",,,,,,,,,,Y,N,2018-01-08 11:29:41+05:30,60,,"",,
28,01,001,004,0015,0002,2987,0,,2987,Y,P,-                   ,1,3,  ,0,0,"","",247.10,2,0,0,35.0,247.10,32148,0,18,சந்து,"",,,,,,,,,,Y,N,2006-01-01 03:07:50+05:30,60,,"",,
28,01,001,004,0015,0002,2988,1A,,2988/1PT,Y,P,36/2                ,1,3,  ,0,0,"","",247.10,2,0,0,97.0,247.10,32149,0,16,ஓட்டுவீடு செட்,"",,,,,,,,,,Y,N,2018-01-08 11:31:31+05:30,60,,"",,
28,01,001,004,0015,0002,2988,1B,,2988/1PT,Y,P,36/1                ,1,3,  ,0,0,"","",247.10,2,0,0,36.0,247.10,32150,0,16,ஓட்டுவீடு செட்,"",,,,,,,,,,Y,N,2018-01-08 11:32:12+05:30,60,,"",,
28,01,001,004,0015,0002,2988,2A,,2988/2PT,Y,P,40A                 ,1,3,  ,0,0,"","",247.10,2,0,0,15.5,247.10,32151,0,16,மாடிவீடு,"",,,,,,,,,,Y,N,2018-01-08 11:32:45+05:30,60,,"",,
28,01,001,004,0015,0002,2988,2B,,2988/2PT,Y,P,40B                 ,1,3,  ,0,0,"","",247.10,2,0,0,14.5,247.10,32152,0,16,மட்டப்பாவீடு,"",,,,,,,,,,Y,N,2018-01-08 11:41:32+05:30,60,,"",,
28,01,001,004,0015,0002,2988,2C,,2988/2PT,Y,P,40C                 ,1,3,  ,0,0,"","",247.10,2,0,0,14.5,247.10,32153,0,16,மட்டப்பாவீடு,"",,,,,,,,,,Y,N,2018-01-08 11:41:44+05:30,60,,"",,
28,01,001,004,0015,0002,2988,2D,,2988/2PT,Y,P,40D                 ,1,3,  ,0,0,"","",247.10,2,0,0,14.5,247.10,32154,0,16,மட்டப்பாவீடு,"",,,,,,,,,,Y,N,2018-01-08 11:41:56+05:30,60,,"",,
28,01,001,004,0015,0002,2988,2E,,2988/2PT,Y,P,40E                 ,1,3,  ,0,0,"","",247.10,2,0,0,17.0,247.10,32155,0,16,மட்டப்பாவீடு மாடி,"",,,,,,,,,,Y,N,2018-01-08 11:42:06+05:30,60,,"",,
28,01,001,004,0015,0002,2988,2F,,2988/2PT,Y,P,-                   ,1,3,  ,0,0,"","",247.10,2,0,0,49.0,247.10,32156,0,16,முற்றம் கழிப்பிடம் காலியிடம்,"",,,,,,,,,,Y,N,2018-01-08 11:42:38+05:30,60,,"",,
